children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
0,15655.0,61,secondary education,1,married,0,F,retiree,1,114266.35372293936,supplementary education,60+,deudor,sin hijos,27000+,education,1
1,12.0,28,bachelor degree,2,married,0,F,employee,1,87461.8324425817,second-hand car purchase,20-30,deudor,con hijos,27000+,car,1
1,44.0,33,secondary education,1,married,0,M,employee,1,239767.1281821609,getting an education,30-40,deudor,con hijos,27000+,education,1
0,21.0,32,secondary education,1,unmarried,4,M,partner,1,172972.8706205875,real estate transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,191.0,57,secondary education,1,married,0,M,employee,1,182599.4744825068,university education,50-60,deudor,sin hijos,27000+,education,1
0,9.0,46,secondary education,1,civil partnership,1,F,employee,1,91404.50192673746,buy residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,34.0,29,secondary education,1,married,0,M,employee,1,212843.8987698057,buy residential real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,77.0,38,secondary education,1,unmarried,4,F,employee,1,63339.584176264834,housing,30-40,deudor,sin hijos,27000+,real estate,1
2,23.0,37,secondary education,1,civil partnership,1,M,partner,1,110402.89499236069,purchase of the house for my family,30-40,deudor,con hijos,27000+,real estate,1
2,179.0,35,bachelor degree,2,married,0,F,employee,1,142725.51420281795,cars,30-40,deudor,con hijos,27000+,car,1
1,67.0,32,masters degree,0,civil partnership,1,M,employee,1,136171.91214273346,to have a wedding,30-40,deudor,con hijos,27000+,wedding,1
1,43.0,50,secondary education,1,married,0,F,employee,1,49218.538077009245,cars,50-60,deudor,con hijos,27000+,car,1
0,7.0,41,secondary education,1,civil partnership,1,F,employee,1,96366.16317513004,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,281.0,62,masters degree,0,married,0,M,partner,1,209280.5380693548,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
2,55.0,30,secondary education,1,widow / widower,2,F,employee,1,196211.4999278604,property renovation,30-40,deudor,con hijos,27000+,real estate,1
0,24.0,63,secondary education,1,married,0,M,partner,1,103487.72892612556,purchase of a car,60+,deudor,sin hijos,27000+,car,1
2,16456.0,38,secondary education,1,married,0,F,retiree,1,117596.91632309304,to get asupplementary education,30-40,deudor,con hijos,27000+,education,1
0,55.0,50,secondary education,1,civil partnership,1,M,partner,1,202272.8879488068,to have a wedding,50-60,deudor,sin hijos,27000+,wedding,1
0,8.0,43,secondary education,1,married,0,M,employee,1,153386.0941494426,profile education,40-50,deudor,sin hijos,27000+,education,1
0,68.0,51,secondary education,1,married,0,F,employee,1,105605.93248102012,university education,50-60,deudor,sin hijos,27000+,education,1
0,101.0,43,secondary education,1,civil partnership,1,M,employee,1,442338.7548039234,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
1,18.0,27,secondary education,1,married,0,F,partner,1,131875.42206783956,construction of own property,20-30,deudor,con hijos,27000+,real estate,1
0,6.0,25,secondary education,1,married,0,M,employee,1,170455.17036483606,car purchase,20-30,deudor,sin hijos,27000+,car,1
0,37.0,25,secondary education,1,unmarried,4,M,employee,1,101864.12885334986,buying a second-hand car,20-30,deudor,sin hijos,27000+,car,1
0,34.0,44,secondary education,1,divorced,3,M,employee,1,78556.89202239041,to get asupplementary education,40-50,deudor,sin hijos,27000+,education,1
0,139.0,33,secondary education,1,unmarried,4,F,employee,1,133733.50492832126,supplementary education,30-40,deudor,sin hijos,27000+,education,1
1,144.0,28,secondary education,1,civil partnership,1,F,employee,1,54931.1645337647,buying a second-hand car,20-30,deudor,con hijos,27000+,car,1
0,162.0,27,secondary education,1,married,0,M,civil servant,1,189882.78264951688,buy commercial real estate,20-30,deudor,sin hijos,27000+,real estate,1
1,22.0,41,masters degree,0,married,0,F,employee,1,97170.95158100865,buying my own car,40-50,deudor,con hijos,27000+,car,1
2,83.0,28,secondary education,1,married,0,F,employee,1,334017.58087333443,buy real estate,20-30,deudor,con hijos,27000+,real estate,1
0,104.0,36,secondary education,1,unmarried,4,M,employee,1,163145.51819401272,housing,30-40,deudor,sin hijos,27000+,real estate,1
0,95.0,33,secondary education,1,married,0,F,partner,1,89211.37413986262,buy residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,11.0,52,secondary education,1,civil partnership,1,F,partner,1,100579.54039554665,to have a wedding,50-60,deudor,con hijos,27000+,wedding,1
1,113.0,41,secondary education,1,married,0,M,partner,1,179375.02485027164,to get asupplementary education,40-50,deudor,con hijos,27000+,education,1
1,46.0,29,secondary education,1,married,0,F,employee,1,92164.07329653444,property,20-30,deudor,con hijos,27000+,real estate,1
1,139.0,50,secondary education,1,civil partnership,1,M,partner,1,62995.14544228728,wedding ceremony,50-60,deudor,con hijos,27000+,wedding,1
0,14267.0,69,masters degree,0,widow / widower,2,F,retiree,1,61017.65157462949,buy real estate,60+,deudor,sin hijos,27000+,real estate,1
0,15.0,27,secondary education,1,married,0,M,employee,1,254813.43960569185,property renovation,20-30,deudor,sin hijos,27000+,real estate,1
0,7.0,43,secondary education,1,married,0,M,employee,1,82645.04277734207,buy residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,33.0,54,secondary education,1,civil partnership,1,M,employee,1,81473.49775282315,getting higher education,50-60,deudor,sin hijos,27000+,education,1
0,103.0,34,secondary education,1,married,0,M,partner,1,349853.7995425344,second-hand car purchase,30-40,deudor,sin hijos,27000+,car,1
0,92.0,41,bachelor degree,2,married,0,F,partner,1,85065.19646210295,building a real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,48.0,53,secondary education,1,civil partnership,1,M,employee,1,165382.03063235132,purchase of the house for my family,50-60,deudor,sin hijos,27000+,real estate,1
2,36.0,39,secondary education,1,divorced,3,F,employee,1,45771.021556781394,car purchase,30-40,deudor,con hijos,27000+,car,1
0,90.0,35,secondary education,1,married,0,F,partner,1,196235.3798021676,real estate transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,43.0,34,masters degree,0,married,0,M,employee,1,215276.13344101075,purchase of the house,30-40,deudor,sin hijos,27000+,real estate,1
0,73.0,23,secondary education,1,married,0,F,employee,1,138479.11559526873,profile education,20-30,deudor,sin hijos,27000+,education,1
1,36.0,26,secondary education,1,married,0,M,employee,1,44577.78360940806,buying a second-hand car,20-30,deudor,con hijos,27000+,car,1
0,50.0,29,primary education,3,civil partnership,1,F,employee,1,121919.7744314658,buy commercial real estate,20-30,deudor,sin hijos,27000+,real estate,1
1,46.0,27,primary education,3,unmarried,4,M,employee,1,80350.42574691742,buy real estate,20-30,deudor,con hijos,27000+,real estate,1
1,103.0,44,secondary education,1,married,0,F,employee,1,119442.46454940912,buy real estate,40-50,deudor,con hijos,27000+,real estate,1
1,21.0,40,masters degree,0,divorced,3,F,employee,1,511732.21075221954,cars,40-50,deudor,con hijos,27000+,car,1
1,56.0,40,secondary education,1,unmarried,4,M,employee,1,133064.84744256386,to buy a car,40-50,deudor,con hijos,27000+,car,1
0,31.0,44,secondary education,1,unmarried,4,F,partner,1,106884.59508197656,university education,40-50,deudor,sin hijos,27000+,education,1
0,16365.0,67,secondary education,1,divorced,3,F,retiree,1,100730.54413687965,cars,60+,deudor,sin hijos,27000+,car,1
0,263.0,47,secondary education,1,married,0,F,employee,1,168605.7986216812,housing transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,8.0,28,bachelor degree,2,unmarried,4,M,partner,1,106950.67109111784,buy real estate,20-30,deudor,sin hijos,27000+,real estate,1
2,34.0,28,secondary education,1,married,0,F,employee,1,105107.63476158924,buying my own car,20-30,deudor,con hijos,27000+,car,1
0,16100.0,64,secondary education,1,married,0,F,retiree,1,29154.025210694654,building a property,60+,deudor,sin hijos,27000+,real estate,1
0,294.0,45,masters degree,0,civil partnership,1,F,partner,1,194820.185756868,to have a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,58.0,44,secondary education,1,married,0,F,partner,1,118668.89538388044,purchase of the house,40-50,deudor,sin hijos,27000+,real estate,1
0,15894.0,59,secondary education,1,married,0,F,retiree,1,51963.8129618832,buying property for renting out,50-60,deudor,sin hijos,27000+,real estate,1
0,109.0,30,secondary education,1,married,0,F,employee,1,90781.3474827182,buying property for renting out,30-40,deudor,sin hijos,27000+,real estate,1
0,77.0,28,masters degree,0,married,0,M,partner,1,209538.31504801408,buying my own car,20-30,deudor,sin hijos,27000+,car,1
1,401.0,43,masters degree,0,married,0,F,civil servant,1,140352.40332538215,car purchase,40-50,deudor,con hijos,27000+,car,1
0,44.0,22,secondary education,1,civil partnership,1,M,employee,1,150141.07177660803,buy residential real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,41.0,34,secondary education,1,married,0,F,employee,1,97788.77583917644,car purchase,30-40,deudor,sin hijos,27000+,car,1
2,52.0,33,primary education,3,civil partnership,1,F,employee,1,113828.6521611201,having a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,15875.0,64,secondary education,1,widow / widower,2,F,retiree,1,223827.77000417816,getting higher education,60+,deudor,sin hijos,27000+,education,1
0,37.0,40,secondary education,1,married,0,M,employee,1,343158.72326577327,education,40-50,deudor,sin hijos,27000+,education,1
0,10.0,21,masters degree,0,unmarried,4,M,employee,1,132113.42256451974,buying a second-hand car,20-30,deudor,sin hijos,27000+,car,1
0,166.0,46,secondary education,1,married,0,M,partner,1,184625.57068147903,cars,40-50,deudor,sin hijos,27000+,car,1
3,54.0,34,secondary education,1,married,0,F,civil servant,1,86307.43426738669,transactions with my real estate,30-40,deudor,con hijos,27000+,real estate,1
2,98.0,41,secondary education,1,married,0,F,employee,1,192344.1596968725,property,40-50,deudor,con hijos,27000+,real estate,1
0,54.0,24,secondary education,1,civil partnership,1,M,employee,1,167622.29277358385,purchase of my own house,20-30,deudor,sin hijos,27000+,real estate,1
0,52.0,44,masters degree,0,civil partnership,1,F,employee,1,158242.58238696874,wedding ceremony,40-50,deudor,sin hijos,27000+,wedding,1
0,39.0,20,secondary education,1,married,0,M,employee,1,141297.48661961185,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
1,18.0,29,secondary education,1,married,0,M,partner,1,203243.1374564475,car,20-30,deudor,con hijos,27000+,car,1
0,23.0,45,secondary education,1,civil partnership,1,M,partner,1,1030899.173447853,profile education,40-50,deudor,sin hijos,27000+,education,1
0,37.0,37,secondary education,1,civil partnership,1,F,employee,1,135678.39440115527,to have a wedding,30-40,deudor,sin hijos,27000+,wedding,1
0,33.0,35,masters degree,0,divorced,3,M,employee,1,181061.701795862,to get asupplementary education,30-40,deudor,sin hijos,27000+,education,1
0,14426.0,43,secondary education,1,civil partnership,1,M,retiree,1,139898.4225373165,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,190.0,44,secondary education,1,widow / widower,2,F,partner,1,142024.12848393913,to own a car,40-50,deudor,sin hijos,27000+,car,1
2,15.0,33,secondary education,1,married,0,M,employee,1,366382.0583869858,purchase of a car,30-40,deudor,con hijos,27000+,car,1
1,109.0,34,secondary education,1,unmarried,4,F,employee,1,138600.61949074786,going to university,30-40,deudor,con hijos,27000+,education,1
1,10.0,38,bachelor degree,2,civil partnership,1,F,employee,1,86425.07761141231,to have a wedding,30-40,deudor,con hijos,27000+,wedding,1
1,8.0,43,secondary education,1,unmarried,4,F,partner,1,186036.2582895068,cars,40-50,deudor,con hijos,27000+,car,1
0,133.0,28,secondary education,1,civil partnership,1,F,employee,1,82031.55202985666,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,38.0,28,secondary education,1,married,0,F,employee,1,72491.93210175491,transactions with the residential real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,83.0,50,secondary education,1,married,0,M,employee,1,95533.04064298156,university education,50-60,deudor,sin hijos,27000+,education,1
1,121.0,50,secondary education,1,civil partnership,1,F,civil servant,1,195411.5632713489,buying property for renting out,50-60,deudor,con hijos,27000+,real estate,1
0,16468.0,63,secondary education,1,married,0,F,retiree,1,87018.80046956896,to own a car,60+,deudor,sin hijos,27000+,car,1
0,14517.0,62,secondary education,1,unmarried,4,F,retiree,1,65162.84203304144,profile education,60+,deudor,sin hijos,27000+,education,1
1,16.0,53,secondary education,1,married,0,F,employee,1,86202.68385498044,getting higher education,50-60,deudor,con hijos,27000+,education,1
0,84.0,46,bachelor degree,2,unmarried,4,M,partner,1,618522.7519333597,car purchase,40-50,deudor,sin hijos,27000+,car,1
2,82.0,42,primary education,3,unmarried,4,F,employee,1,115973.76848852896,buying my own car,40-50,deudor,con hijos,27000+,car,1
0,16227.0,68,masters degree,0,married,0,M,retiree,1,255660.6084142141,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
1,48.0,34,secondary education,1,unmarried,4,F,employee,1,241800.22863292968,purchase of the house for my family,30-40,deudor,con hijos,27000+,real estate,1
1,92.0,28,secondary education,1,divorced,3,F,employee,1,75992.06189777137,buy real estate,20-30,deudor,con hijos,27000+,real estate,1
0,217.0,31,secondary education,1,married,0,M,employee,1,224567.07765398643,construction of own property,30-40,deudor,sin hijos,27000+,real estate,1
0,30.0,21,secondary education,1,unmarried,4,F,employee,1,88363.06741848798,transactions with my real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,15951.0,67,secondary education,1,civil partnership,1,F,retiree,1,66470.77052507072,having a wedding,60+,deudor,sin hijos,27000+,wedding,1
1,48.0,29,bachelor degree,2,married,0,M,partner,1,228834.5456189564,purchase of my own house,20-30,deudor,con hijos,27000+,real estate,1
1,31.0,43,secondary education,1,married,0,M,employee,1,227019.53013981023,buy real estate,40-50,deudor,con hijos,27000+,real estate,1
0,73.0,35,secondary education,1,married,0,F,civil servant,1,95182.42001188015,to own a car,30-40,deudor,sin hijos,27000+,car,1
2,45.0,29,secondary education,1,married,0,M,employee,1,131446.71985519427,transactions with my real estate,20-30,deudor,con hijos,27000+,real estate,1
0,133.0,32,masters degree,0,unmarried,4,M,civil servant,1,113028.84465083011,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,44.0,32,masters degree,0,civil partnership,1,F,partner,1,152119.63049497086,wedding ceremony,30-40,deudor,con hijos,27000+,wedding,1
0,32.0,42,secondary education,1,civil partnership,1,F,employee,1,120920.39068467244,having a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,14022.0,43,masters degree,0,widow / widower,2,F,retiree,1,183556.3556238187,to own a car,40-50,deudor,sin hijos,27000+,car,1
1,7.0,37,masters degree,0,married,0,F,partner,1,141646.67961130163,buying property for renting out,30-40,deudor,con hijos,27000+,real estate,1
